THEM,YOU,CLAUSE,LABEL,PARTY
BUYER,SELLER,"Upon completion of SELLER's performance under this AGREEMENT, termination or expiration of this AGREEMENT, or as required by LAW, SELLER and or SELLER's REPRESENTATIVES will, at BUYER's option, return or destroy all PII, aggregate information and historical data.",,
BUYER,SELLER,"BUYER may suspend the PARTIES performance under this AGREEMENT if SELLER, in BUYER's reasonable opinion is in breach of this Section 5.12.",,
BUYER,SELLER,"Within thirty (30) calendar days after receipt of notice of the commencement of any third party legal proceedings against P&amp;G GROUP for which P&amp;G GROUP seeks indemnity in accordance with Section 6.1, P&amp;G GROUP will notify SELLER.",,
BUYER,SELLER,"Within thirty (30) calendar days after its receipt of notice of the commencement of any third party legal proceeding, a PARTY seeking indemnification in accordance with Section 6.3 or 6.",,
BUYER,SELLER,"If SELLER becomes legally obligated to disclose any INFORMATION, SELLER will provide BUYER with prompt advance written notice.",,
BUYER,SELLER,"SELLER will, at BUYER's option, return or destroy all INFORMATION promptly upon the earlier of termination or expiration of this AGREEMENT.",,
BUYER,SELLER,The rights and obligations as set forth in this Section 7.1 will survive the termination or expiration of this AGREEMENT.,,
BUYER,SELLER," xe ""FORCE MAJEURE""Acts of God, fires, floods, weather, epidemics, war, or other cause(s), in each case that are beyond the reasonable control of a PARTY, not reasonably foreseeable, not caused by acts or omissions of the PARTY affected and that could not have been avoided through a work-around plan, which prevent SELLER from providing or procuring the GOODS/SERVICES, BUYER from receiving or using GOODS/SERVICES or any resulting work product or either PARTY from performing under this AGREEMENT (""FORCE MAJEURE EVENT""), will suspend the affected PARTY's respective obligations under this AGREEMENT during the period required to remove such FORCE MAJEURE EVENT. ",,
BUYER,SELLER,"If the affected PARTY is SELLER and the period of the FORCE MAJEURE EVENT lasts longer than fifteen (15) calendar days then BUYER is entitled, at any time thereafter, while such FORCE MAJEURE EVENT continues, to terminate this AGREEMENT without any penalty, liability or further obligation therefore, immediately upon notice to the SELLER, or purchase the GOODS/SERVICES from other suppliers in which case the obligations, of BUYER and SELLER under this AGREEMENT, if any will be reduced accordingly.",T,T
BUYER,SELLER,"In case of a CHANGE IN CONTROL, BUYER is entitled to terminate this AGREEMENT, in whole or in part, without any penalty, liability or further obligation with ninety (90) calendar days' prior written notice to SELLER, and SELLER will provide reasonable transition services to BUYER.",T,T
BUYER,SELLER, The expiration or termination of this AGREEMENT will not affect the terms of this AGREEMENT that expressly provide that they will survive expiration or termination or which out of necessity must survive expiration or termination ,,
BUYER,SELLER," xe ""SETOFF RIGHTS""To the extent legally permissible, BUYER, without any further notice to SELLER, is entitled to deduct any undisputed amount that SELLER is obligated to pay BUYER, such as commercial rebates, overpayment, or credits for returned goods, from any amount that BUYER is obligated to pay SELLER. ",,
BUYER,SELLER," For a period up to five years after the later of expiration or termination of this AGREEMENT and to the extent legally permissible and upon reasonable notice by BUYER, SELLER will permit BUYER, or a third party reasonably acceptable to the PARTIES, access to any area of SELLER's facilities, personnel, computer systems and books and records relating to SELLER's performance under this AGREEMENT to determine SELLER's compliance with this AGREEMENT. ",,
BUYER,SELLER,"If Buyer determines that the engagement of any subcontractor, subcontractor's employee or any of SELLER's employees is not in the best interests of Buyer, then Buyer will provide SELLER with written notice requesting that such subcontractor, subcontractor's employee or such SELLER's employee is immediately replaced, at SELLER's cost, with a replacement of suitable ability and qualifications.",,
ICS,Client,6. Termination.,,
ICS,Client, Client may discharge ICS and terminate this Agreement at any time.,T,Y
ICS,Client,Said termination shall be in writing and become effective within seven (7) days upon receipt and acknowledgement by ICS.,,
ICS,Client,In the event of termination by Client non-refundable fees shall not be returned by ICS.,,
ICS,Client,ICS may withdraw its services and terminate this Agreement if Client is in breach of the Agreement or for other good cause.,T,T
ICS,Client,Upon termination all fees and costs shall become due and payable by Client immediately and the Client's fee deposit is subject to forfeiture.,,
ICS,Client,"Upon termination, and under no circumstances, shall Client solicit for employment or contract any ICS employees, agents, contractors, investigators or associates. ",,
ICS,Client," If at any time the subject under surveillance exceeds the posted speed limit, runs traffic signals and posted traffic signs, etc. for any reason, due to severe safety concerns, ICS of Colorado can and will terminate any Surveillance Operation and the deposit, minimum fee, and or four hour minimum will be forfeited. ",T,T
ICS,Client, Expected End Date: ,,
Owner,Contractor," the subject premises are free and clear of and from all liens, claims and/or charges, and there are no claims or demands against the ""Owner"" in the Construction Lien Act and that the Owner has not been put on any notice execution, seizure, or valid third party demand against the Contractor. ",,
Owner,Contractor,"The Contractor shall, within twenty- four hours after receiving written notice from the Owner or Construction Manager proceed to take down all portions of the Work and remove from the premises all materials which the Architects, Engineers, Construction Manager or the Owner shall condemn as unsound or improper, or in any way failing to meet specifications and the Contractor at its own expense shall make good all work damaged and replace all materials removed and all materials failing to meet specifications. ",,
Owner,Contractor," If the Contractor at any time refuses or neglects to supply a sufficient amount of labour or materials of proper quality and quantity, or fails in any way to perform the Work in the time allotted by the Owner or the Construction Manager; or causes stoppage or delay of, or interference with, the Work of the Owner or other contractors, or fails in performance of any agreement herein, or becomes Insolvent; the Owner directly or by the Construction Manager shall be free after thirty-six hours notice to the Contractor to provide through others such labour and materials and deduct the cost of same from any money due or thereafter to be due the Contractor under this Contract.",,
Owner,Contractor,"The Contractor agrees that upon any breach of any of the terms and provisions of this Contract, the Owner may, at its option, terminate this Contract forthwith, and thereupon the Owner shall have no further obligations in respect of this Contract, and the Owner may take all such steps or proceedings against the Contractor as the law permits, and/or as provided in this Contract, and the Owner may also take possession for the purpose of completing the Work in this Contract, and to employ others to finish the Work and/or to provide materials therefore.",T,T
Owner,Contractor,"Upon termination no further payment shall be made to the Contractor until the said Work shall be wholly finished, at which time, if the unpaid balance of the amount to be paid under this Contract shall exceed the expense increased by the Owner, such excess shall be paid to the Contractor; but if such expense shall exceed such unpaid balance, than the Contractor shall pay the difference to the Owner.",,
Owner,Contractor,"The Contractor shall upon termination of this Contract, immediately deliver up possession of the subject premises, leaving on the premises all materials and equipment brought on to the premises. ",,
Owner,Contractor,"Any notice, direction or other instrument required or permitted to be given hereunder shall be in writing and may be given (a) to the Owner by mailing the same postage prepaid or delivering the same to a person in charge, at the office of the Company, with copies to the Construction Manager at 700 APPLEWOOD CRESCENT, #100,VAUGHAN, ONTARIO, L4K 5X3 and (b) in the case of the Contractor, by mailing the same postage prepaid or delivering the same to any adult person, addressed to the Contractor at its office or last-known address, and shall be deemed to have given or be made on the date on which it was delivered or mailed, and shall be deemed to have been received on the date of such mailing or delivery.",,
Sensoria Inc.,you," ""User"" means an end user of your Application, the Sensoria Devices and/or the Sensoria Platform. ",,
Sensoria Inc.,you,"  You agree not to alter or remove any identification, trademark, copyright, or other notice from any aspect of the Sensoria Devices, the Sensoria Platform, the API or any other Sensoria Inc.  -provided materials. ",,
Sensoria Inc.,you,"Further, you acknowledge that Sensoria Inc.   reserves the right to disable or upgrade the API and related services at any time without notice to you and without any form of compensation or consideration to you, regardless of the status of any Applications.   ",T,T
Sensoria Inc.,you,"In addition, Sensoria Inc.   may modify this Agreement at any time with or without notice.",,
Sensoria Inc.,you,"If Sensoria Inc.   determines (in its sole discretion) that you have exceeded your rate limits or have attempted to circumvent the rate limit or authentication systems, your ability to utilize the API may be temporarily suspended or permanently revoked in Sensoria Inc.  's sole discretion. ",T,T
Sensoria Inc.,you," ensure that your Application does not cause your User to violate his or her Terms of Use with the Sensoria Platform (if your Application causes a User's account to violate the Sensoria Platform's Terms of Use, API access by your Application may be suspended or revoked); ",T,T
Sensoria Inc.,you," Upon prior email notice sent to sdk@sensoriadeveloper.com, during the term of this Agreement, you may make truthful, factual references to Sensoria in plain-text prose descriptions of your Application's features and benefits (including references to your Application's interoperability with Sensoria) in one of the following formats: ",,
Sensoria Inc.,you,"  You must include a screen shot or photocopy (as applicable) of the materials where you propose to include the Sensoria word mark with the email notice described above, and provide new email notice any time you materially modify these materials or websites, and provide additional notice any time you create new materials that include the Sensoria mark. ",,
Sensoria Inc.,you, You may terminate any license granted to you hereunder at any time by ceasing your access to and use of the API and any use of the Sensoria.,T,Y
Sensoria Inc.,you,"We may immediately suspend your access to the API, the Sensoria Platform and the Sensoria Data or, if we believe appropriate, terminate this agreement in its entirely at any time and without notice to you if, in our sole judgment we determine that you have breached your obligations under this Agreement or have otherwise engaged in activity that may cause liability to Sensoria Inc.  .",T,T
Sensoria Inc.,you,We may also terminate any license provided to you hereunder for any reason with at least thirty days notice to you. ,T,T
Sensoria Inc.,you," Sensoria Inc.   will not be liable for any costs, expenses, or damages that may result from termination of this Agreement.  ",,
Sensoria Inc.,you," Upon any termination of this Agreement, you shall immediately cease using (and cause all instances of your Application(s) to immediately cease using) the API, the Sensoria Platform and the Sensoria Data, and immediately cease using any Sensoria Inc.   marks or logos (including the Sensoria mark).",,
Sensoria Inc.,you,"Sections  REF _Ref241744448 \r \h  \* MERGEFORMAT 1,  REF _Ref241744463 \r \h  \* MERGEFORMAT 2(g),  REF _Ref241744467 \r \h  \* MERGEFORMAT 2(h),  REF _Ref241744538 \w \h  \* MERGEFORMAT 4(e),  REF _Ref241744584 \w \h  \* MERGEFORMAT 4(f),  REF _Ref241744632 \w \h  \* MERGEFORMAT 7,  REF _Ref241751479 \w \h  \* MERGEFORMAT 8(e),  REF _Ref241751481 \w \h  \* MERGEFORMAT 8(f) and  REF _Ref241744723 \w \h  \* MERGEFORMAT 9(b), and Sections  REF _Ref241744830 \w \h  \* MERGEFORMAT 13- REF _Ref241745834 \w \h  \* MERGEFORMAT 17 (inclusive) of this Agreement shall survive any termination or expiration.",-,
Sensoria Inc.,you,"  Upon termination or expiration of this Agreement, or upon written request of Sensoria Inc.  , the you agree to promptly return all documents and other tangible materials representing any Confidential Information and all copies thereof.",,
Sensoria Inc.,you,Sensoria may assign this Agreement upon prior written notice to you.,,
Landlord,Tenant, Notice Address: ,,
Landlord,Tenant,Landlord shall diligently complete all punch list items of which it is notified as provided above. ,,
Landlord,Tenant,"The Term shall commence (""Commencement Date"") on the Commencement Date as set forth in Item 4 of the Basic Lease Provisions and shall end upon the expiration of the period set forth in Item 5 of the Basic Lease Provisions (""Expiration Date"").",,
Landlord,Tenant,"No demand, notice or invoice shall be required.",,
Landlord,Tenant,"Any unapplied balance of the Security Deposit shall be returned to Tenant or, at Landlord's option, to the last assignee of Tenant's interest in this Lease within 30 days following the termination of this Lease and Tenant's vacation of the Premises.",,
Landlord,Tenant,"Tenant hereby waives the provisions of Section 1950.7 of the California Civil Code, or any similar or successor laws now or hereafter in effect, in connection with Landlord's application of the Security Deposit to prospective rent that would have been payable by Tenant but for the early termination due to Tenant's Default (as defined herein).",,
Landlord,Tenant,Any violating sign or decoration may be immediately removed by Landlord at Tenant's expense without notice and without the removal constituting a breach of this Lease or entitling Tenant to claim damages. ,,
Landlord,Tenant,"Unless Landlord otherwise agrees in writing, all Alterations affixed to the Premises, including without limitation all Tenant Improvements constructed pursuant to the Work Letter (except as otherwise provided in the Work Letter), but excluding moveable trade fixtures and furniture, shall become the property of Landlord and shall be surrendered with the Premises at the end of the Term, except that Landlord may, by notice to Tenant given at least 30 days prior to the Expiration Date, require Tenant to remove by the Expiration Date, or sooner termination date of this Lease, all or any Alterations (including without limitation all telephone and data cabling) installed either by Tenant or by Landlord at Tenant's request (collectively, the ""Required Removables""), and to replace any non-Standard Improvements with the applicable Standard Improvements.",,
Landlord,Tenant,Tenant shall give Landlord no less than 20 days' prior notice in writing before commencing construction of any kind on the Premises so that Landlord may post and maintain notices of nonresponsibility on the Premises.,,
Landlord,Tenant," Except in emergencies or to provide Building services, Landlord shall provide Tenant with reasonable prior verbal notice of entry and shall use reasonable efforts to minimize any interference with Tenant's use of the Premises.  ",,
Landlord,Tenant,"Landlord shall have the right, upon providing not less than 45 days written notice, to move Tenant to other space of comparable size in the Building or in the adjacent building at 8105 Irvine Center Drive.",,
Landlord,Tenant,"Landlord shall also reimburse Tenant for such other reasonable out-of-pocket costs that Tenant may incur in connection with the relocation, including without limitation necessary stationery revisions, provided that a reasonable estimate thereof is given to Landlord within 20 days following Landlord's notice.",,
Landlord,Tenant,"Should Tenant fail timely to execute and deliver the amendment to Landlord, or should Tenant thereafter fail to comply with the terms thereof, then Landlord may at its option elect to terminate this Lease upon not less than 60 days prior written notice to Tenant.",T,T
Landlord,Tenant,Landlord shall approve or disapprove any requested Transfer within 30 days following receipt of Tenant's written notice and the information set forth above.,,
Landlord,Tenant," (c)Notwithstanding the provisions of Subsection (b) above, and except in connection with a ""Permitted Transfer"" (as defined below), in lieu of consenting to a proposed assignment or subletting, Landlord may elect to terminate this Lease in its entirety in the event of an assignment, or terminate this Lease as to the portion of the Premises proposed to be subleased with a proportionate abatement in the rent payable under this Lease, such termination to be effective on the date that the proposed sublease or assignment would have commenced.",T,T
Landlord,Tenant,"Notwithstanding the foregoing, Tenant may assign this Lease to a successor to Tenant by merger, consolidation or the purchase of substantially all of Tenant's assets, or assign this Lease or sublet all or a portion of the Premises to an Affiliate (defined below), without the consent of Landlord but subject to the provisions of Section 9.2, provided that all of the following conditions are satisfied (a ""Permitted Transfer""):  (i) Tenant is not then in Default hereunder; (ii) Tenant gives Landlord written notice at least 10 business days before such Permitted Transfer; and (iii) the successor entity resulting from any merger or consolidation of Tenant or the sale of all or substantially all of the assets of Tenant, has a net worth (computed in accordance with generally accepted accounting principles, except that intangible assets such as goodwill, patents, copyrights, and trademarks shall be excluded in the calculation (""Net Worth"")) at the time of the Permitted Transfer that is at least equal to the Net Worth of Tenant immediately before the Permitted Transfer.",,
Landlord,Tenant,Tenant's notice to Landlord shall include reasonable information and documentation evidencing the Permitted Transfer and showing that each of the above conditions has been satisfied.,,
Landlord,Tenant," Any sublease, license, concession or other occupancy agreement entered into by Tenant shall be subordinate and subject to the provisions of this Lease, and if this Lease is terminated during the term of any such agreement, Landlord shall have the right to:  (i) treat such agreement as cancelled and repossess the subject space by any lawful means, or (ii) require that such transferee attorn to and recognize Landlord as its landlord (or licensor, as applicable) under such agreement.  ",,
Landlord,Tenant," Tenant hereby irrevocably authorizes and directs any transferee, upon receipt of a written notice from Landlord stating that a Default exists in the performance of Tenant's obligations under this Lease, to pay to Landlord all sums then and thereafter due under the sublease.  ",,
Landlord,Tenant,"Should Landlord elect not to repair the damage for one of the preceding reasons, Landlord shall so notify Tenant in the ""Casualty Notice"" (as defined below), and this Lease shall terminate as of the date of delivery of that notice. ",T,T
Landlord,Tenant,"(b)As soon as reasonably practicable following the casualty event but not later than 60 days thereafter, Landlord shall notify Tenant in writing (""Casualty Notice"") of Landlord's election, if applicable, to terminate this Lease.",T,T
Landlord,Tenant,"If this Lease is not so terminated, the Casualty Notice shall set forth the anticipated period for repairing the casualty damage.",,
Landlord,Tenant,"If the anticipated repair period exceeds 270 days and if the damage is so extensive as to reasonably prevent Tenant's substantial use and enjoyment of the Premises, then either party may elect to terminate this Lease by written notice to the other within 10 days following delivery of the Casualty Notice.",T,B
Landlord,Tenant,"(c)In the event that neither Landlord nor Tenant terminates this Lease pursuant to Section 11.1(b), Landlord shall repair all material damage to the Premises or the Building as soon as reasonably possible and this Lease shall continue in effect for the remainder of the Term.",,
Landlord,Tenant,"   Upon notice from Landlord, Tenant shall assign or endorse over to Landlord (or to any party designated by Landlord) all property insurance proceeds payable to Tenant under Tenant's insurance with respect to any Tenant Installations; provided if the estimated cost to repair such Tenant Installations exceeds the amount of insurance proceeds received by Landlord from Tenant's insurance carrier, the excess cost of such repairs shall be paid by Tenant to Landlord prior to Landlord's commencement of repairs.",,
Landlord,Tenant,"(e)Notwithstanding the provisions of subsections (a), (b) and (c) of this Section 11.1, but subject to Section 10.5, the cost of any repairs shall be borne by Tenant, and Tenant shall not be entitled to rental abatement or termination rights, if the damage is due to the fault or neglect of Tenant or its employees, subtenants, contractors, invitees or representatives.",,
Landlord,Tenant," Either party may terminate this Lease if any material part of the Premises is taken or condemned for any public or quasi-public use under Law, by eminent domain or private purchase in lieu thereof (a ""Taking"").",T,B
Landlord,Tenant,Landlord shall also have the right to terminate this Lease if there is a Taking of any portion of the Building or Project which would have a material adverse effect on Landlord's ability to profitably operate the remainder of the Building.,T,T
Landlord,Tenant,The terminating party shall provide written notice of termination to the other party within 45 days after it first receives notice of the Taking.,,
Landlord,Tenant,"The termination shall be effective as of the effective date of any order granting possession to, or vesting legal title in, the condemning authority.",,
Landlord,Tenant,"If this Lease is not terminated, Basic Rent and Tenant's Share of Operating Expenses shall be appropriately adjusted to account for any reduction in the square footage of the Building or Premises.",,
Landlord,Tenant,"If only a part of the Premises is subject to a Taking and this Lease is not terminated, Landlord, with reasonable diligence, will restore the remaining portion of the Premises as nearly as practicable to the condition immediately prior to the Taking.  ",,
Landlord,Tenant,"(a)The failure by Tenant to make any payment of rent required to be made by Tenant, as and when due, where the failure continues for a period of 3 days after written notice from Landlord to Tenant.",,
Landlord,Tenant,"(d)Except where a specific time period is otherwise set forth for Tenant's performance in this Lease (in which event the failure to perform by Tenant within such time period shall be a Default), the failure or inability by Tenant to observe or perform any of the covenants or provisions of this Lease to be observed or performed by Tenant, other than as specified in any other subsection of this Section 14.1, where the failure continues for a period of 30 days after written notice from Landlord to Tenant.",,
Landlord,Tenant,"The notice periods provided herein are in lieu of, and not in addition to, any notice periods provided by law, and Landlord shall not be required to give any additional notice under California Code of Civil Procedure Section 1161, or any successor statute, in order to be entitled to commence an unlawful detainer proceeding.",,
Landlord,Tenant," (i)Landlord may terminate Tenant's right to possession of the Premises by any lawful means, in which case this Lease shall terminate and Tenant shall immediately surrender possession of the Premises to Landlord.",T,T
Landlord,Tenant,Such termination shall not affect any accrued obligations of Tenant under this Lease.,,
Landlord,Tenant,"Upon termination, Landlord shall have the right to reenter the Premises and remove all persons and property.",,
Landlord,Tenant,(1)The worth at the time of award of the unpaid Rent which had been earned at the time of termination;,,
Landlord,Tenant,(2)The worth at the time of award of the amount by which the unpaid Rent which would have been earned after termination until the time of award exceeds the amount of such loss that Tenant proves could have been reasonably avoided;,,
Landlord,Tenant," (ii)Landlord may elect not to terminate Tenant's right to possession of the Premises, in which event Landlord may continue to enforce all of its rights and remedies under this Lease, including the right to collect all rent as it becomes due.",,
Landlord,Tenant,"Efforts by the Landlord to maintain, preserve or relet the Premises, or the appointment of a receiver to protect the Landlord's interests under this Lease, shall not constitute a termination of the Tenant's right to possession of the Premises.",,
Landlord,Tenant,"Tenant hereby waives any right of redemption or relief from forfeiture under California Code of Civil Procedure Section 1174 or 1179, or under any successor statute, in the event this Lease is terminated by reason of any Default by Tenant.",,
Landlord,Tenant,"No employee of Landlord or of Landlord's agents shall have any power to accept the keys to the Premises prior to the termination of this Lease, and the delivery of the keys to any employee shall not operate as a termination of the Lease or a surrender of the Premises. ",,
Landlord,Tenant,"(b)Following each second consecutive installment of Basic Rent that is not paid within 5 days following notice of nonpayment from Landlord, Landlord shall have the option (i) to require that beginning with the first payment of Basic Rent next due, Basic Rent shall no longer be paid in monthly installments but shall be payable quarterly 3 months in advance and/or (ii) to require that Tenant increase the amount, if any, of the Security Deposit by 100%.",,
Landlord,Tenant,"Landlord shall not be deemed to be in default in the performance of any obligation under this Lease unless and until it has failed to perform the obligation within 30 days after written notice by Tenant to Landlord specifying in reasonable detail the nature and extent of the failure; provided, however, that if the nature of Landlord's obligation is such that more than 30 days are required for its performance, then Landlord shall not be deemed to be in default if it commences performance within the 30 day period and thereafter diligently pursues the cure to completion.",,
Landlord,Tenant,"  Tenant hereby waives any right to terminate or rescind this Lease as a result of any default by Landlord hereunder or any breach by Landlord of any promise or inducement relating hereto, and Tenant agrees that its remedies shall be limited to a suit for actual damages and/or injunction and shall in no event include any consequential damages, lost profits or opportunity costs. ",,
Landlord,Tenant,  END OF TERM ,,
Landlord,Tenant,"If Tenant holds over for any period after the Expiration Date (or earlier termination of the Term) without the prior written consent of Landlord, such tenancy shall constitute a tenancy at sufferance only and a Default by Tenant; such holding over with the prior written consent of Landlord shall constitute a month-to-month tenancy commencing on the 1st day following the termination of this Lease and terminating 30 days following delivery of written notice of termination by either Landlord or Tenant to the other.",T,B
Landlord,Tenant,"In either of such events, possession shall be subject to all of the terms of this Lease, except that the monthly rental shall be 200% of the total monthly rental for the month immediately preceding the date of termination, subject to Landlord's right to modify same upon 30 days notice to Tenant.",,
Landlord,Tenant, MERGER ON TERMINATION.,,
Landlord,Tenant,"The voluntary or other surrender of this Lease by Tenant, or a mutual termination of this Lease, shall terminate any or all existing subleases unless Landlord, at its option, elects in writing to treat the surrender or termination as an assignment to it of any or all subleases affecting the Premises. ",,
Landlord,Tenant,"Upon the Expiration Date or upon any earlier termination of this Lease, Tenant shall quit and surrender possession of the Premises to Landlord in as good order, condition and repair as when received or as hereafter may be improved by Landlord or Tenant, reasonable wear and tear and repairs which are Landlord's obligation excepted, and shall remove or fund to Landlord the cost of removing all wallpapering and voice and/or data transmission cabling installed by or for Tenant, together with all personal property and debris, and shall perform all work required under Section 7.3 of this Lease and/or the Work Letter (if any ) attached hereto, except for any items that Landlord may by written authorization allow to remain.",,
Landlord,Tenant,"Any notice, election, demand, consent, approval or other communication to be given or other document to be delivered by either party to the other may be delivered to the other party, at the address set forth in Item 12 of the Basic Lease Provisions, by personal service or electronic facsimile transmission, or by any courier or ""overnight"" express mailing service.",,
Landlord,Tenant,"Either party may, by written notice to the other, served in the manner provided in this Article, designate a different address.",,
Landlord,Tenant,"The refusal to accept delivery of a notice, or the inability to deliver the notice (whether due to a change of address for which notice was not duly given or other good reason), shall be deemed delivery and receipt of the notice as of the date of attempted delivery.",,
Landlord,Tenant,"If more than one person or entity is named as Tenant under this Lease, service of any notice upon any one of them shall be deemed as service upon all of them. ",,
Landlord,Tenant," Tenant agrees to comply with the Rules and Regulations attached as Exhibit E, and any reasonable and nondiscriminatory amendments, modifications and/or additions as may be adopted and published by written notice to tenants by Landlord for the safety, care, security, good order, or cleanliness of the Premises, Building, Project and/or Common Areas.",,
Landlord,Tenant,The foregoing agreement shall survive the termination of this Lease. ,,
Landlord,Tenant,"If more than one person or entity is named as Tenant, the obligations imposed upon each shall be joint and several and the act of or notice from, or notice or refund to, or the signature of, any one or more of them shall be binding on all of them with respect to the tenancy of this Lease, including, but not limited to, any renewal, extension, termination or modification of this Lease. ",,
Landlord,Tenant,"All covenants of Landlord or Tenant which reasonably would be intended to survive the expiration or sooner termination of this Lease, including without limitation any warranty or indemnity hereunder, shall so survive and continue to be binding upon and inure to the benefit of the respective parties and their successors and assigns. ",,
Landlord,Tenant,"No amendment or mutual termination of this Lease shall be effective unless in writing signed by authorized signatories of Tenant and Landlord, or by their respective successors in interest.",,
Landlord,Tenant,"No act or failure to act on the part of Landlord which would otherwise entitle Tenant to be relieved of its obligations hereunder or to terminate this Lease shall result in such a release or termination unless (a) Tenant has given notice by registered or certified mail to any  Mortgagee of a Mortgage covering the Building whose address has been furnished to Tenant and (b) such Mortgagee is afforded a reasonable opportunity to cure the default by Landlord (which shall in no event be less than 60 days), including, if necessary to effect the cure, time to obtain possession of the Building by power of sale or judicial foreclosure provided that such foreclosure remedy is diligently pursued.",T,Y
Landlord,Tenant,"In the event Tenant or any Tenant Party is or becomes listed as an SDN, Tenant shall be deemed in breach of this Lease and Landlord shall have the right to terminate this Lease immediately upon written notice to Tenant. ",T,T
Landlord,Tenant,"(c)Within 180 days after the end of each Expense Recovery Period, Landlord shall furnish to Tenant a statement setting forth the actual or prorated Property Taxes and Project Costs attributable to that period, and the parties shall within 30 days thereafter make any payment or allowance necessary to adjust Tenant's estimated payments, if any, to Tenant's actual Tenant's Share as shown by the annual statement.",,
Landlord,Tenant," (d)Even though the Lease has terminated and the Tenant has vacated the Premises, when the final determination is made of Tenant's share of Property Taxes and Project Costs for the Expense Recovery Period in which the Lease terminates, Tenant shall upon notice pay the entire increase due over the estimated expenses paid; conversely, any overpayment made in the event expenses decrease shall be rebated by Landlord to Tenant.",,
Landlord,Tenant,"However, in lieu thereof, Landlord may deliver a reasonable estimate of the anticipated reconciliation amount to Tenant prior to the expiration of the Term, in which event the appropriate party shall fund that amount by the termination date. ",,
Landlord,Tenant,"Landlord shall give Tenant written notice of the amount or estimated amount of the increase, the month in which the increase will become effective, Tenant's monthly share thereof and the months for which the payments are due.",,
Landlord,Tenant,"Such systems may, but need not, include full or part-time lobby supervision, the use of a sign-in sign-out log, a card identification access system, building parking and access pass system, closing hours procedures, access control stations, fire stairwell exit door alarm system, electronic guard system, mobile paging system, elevator control system or any other access controls.",,
Landlord,Tenant,"In the event that Landlord elects to provide any or all of those services, Landlord may discontinue providing them at any time with or without notice.",,
Landlord,Tenant,Landlord may require Tenant to remove at Lease expiration any such unit installed by or for Tenant and to repair any resulting damage to the Premises or Building. ,,
Landlord,Tenant,"3. Each policy evidencing insurance required to be carried by Tenant pursuant to this Exhibit shall contain the following provisions and/or clauses satisfactory to Landlord:  (i) with respect to Tenant's commercial general liability insurance, a provision that the policy and the coverage provided shall be primary and that any coverage carried by Landlord shall be excess of and noncontributory with any policies carried by Tenant, together with a provision including Landlord and any other parties in interest designated by Landlord as additional insureds; (ii) except with respect to Tenant's commercial general liability insurance, a waiver by the insurer of any right to subrogation against Landlord, its agents, employees, contractors and representatives which arises or might arise by reason of any payment under the policy or by reason of any act or omission of Landlord, its agents, employees, contractors or representatives; and (iii) a provision that the insurer will not cancel or change the coverage provided by the policy without first giving Landlord 30 days prior written notice.",,
Landlord,Tenant," NOTICE TO TENANT:  IN ACCORDANCE WITH THE TERMS OF THIS LEASE, TENANT MUST PROVIDE EVIDENCE OF THE REQUIRED INSURANCE TO LANDLORD'S MANAGEMENT AGENT PRIOR TO BEING AFFORDED ACCESS TO THE PREMISES. ",,
Landlord,Tenant,"4. If Landlord, by a notice in writing to Tenant, shall object to any curtain, blind, tinting, shade or screen attached to, or hung in, or used in connection with, any window or door of the Premises, the use of that curtain, blind, tinting, shade or screen shall be immediately discontinued and removed by Tenant.",,
Landlord,Tenant,"The moving of large or heavy objects shall occur only between those hours as may be designated by, and only upon previous written notice to, Landlord, and the persons employed to move those objects in or out of the Building must be reasonably acceptable to Landlord.",,
Landlord,Tenant,"Upon the termination of its tenancy, Tenant shall deliver to Landlord all the keys to offices, rooms and toilet rooms and all access cards which shall have been furnished to Tenant or which Tenant shall have had made. ",,
Landlord,Tenant,"Tenant shall cause all water faucets or water apparatus to be shut off before Tenant or Tenant's employees leave the Building, and that all electricity, gas or air shall likewise be shut off, so as to prevent waste or damage, and for any default or carelessness Tenant shall make good all injuries sustained by other tenants or occupants of the Building or Landlord. ",,
Landlord,Tenant,"Landlord reserves the right to adopt reasonable, nondiscriminatory modifications and additions to the regulations by written notice to Tenant.",,
Landlord,Tenant,Each access device shall be returned to Landlord promptly following the Expiration Date or sooner termination of this Lease.,,
Landlord,Tenant,"Landlord agrees that Tenant may convert up to 2 of the Allotted Stalls to reserved stalls by providing written notice of such election to Landlord prior to the Commencement Date (the ""Converted Stalls"").",,
Landlord,Tenant,"Tenant acknowledges that if such written notice of election is not delivered to Landlord prior to the Commencement Date, then the conversion of those Allotted Stalls to reserved stalls shall be subject to the month to month availability of such reserved stalls as determined by Landlord and the reserved stalls shall be at Landlord's scheduled rates. ",,
Landlord,Tenant,"Tenant further acknowledges that should Landlord complete construction of the parking structure, Tenant's Allotted Stalls may be permanently relocated to said structure and the stall charges payable by Tenant pursuant to Paragraph 7 above may be adjusted to $65.00 per unreserved stall per month and $145.00 per reserved stall per month.",,
Landlord,Tenant,"Landlord shall cause its contractor to make the following improvements to the Premises: (i) remove 1 wall between 2 offices to create a conference room, (ii) repair the carpeting as necessary, (iii) touch up the painted walls as necessary, and (iv) rekey the Premises (""Tenant Improvements"").",,
Landlord,Tenant,"Unless otherwise agreed in writing by Landlord, all materials and finishes utilized in constructing the Tenant Improvements shall be Landlord's building standard.",,
