THEM,YOU,CLAUSE,LABEL,PARTY,
Owner,Tenant,"Further, the Tenant, at its expense, will obtain all required approvals and will submit to Owner plans, specifications and proposed dates of the planned installation or other activity, for Owner’s approval which approval will not be unreasonably withheld, including, if requested by Owner, a tower loading study performed and certified by an independent licensed professional engineer.",R,Y,
Owner,Tenant,"Owner agrees to cooperate with Tenant’s reasonable requests, at Tenant’s expense, with respect to obtaining any required zoning or government approvals for the Equipment and any improvements. ",R,T,
Owner,Tenant,"If the Equipment is not reclaimed by Tenant within forty-five (45) days of its removal from the Site, Owner has the right to sell the Equipment and deduct therefrom any amounts due under this Agreement, returning the remainder to Tenant.",-,,right
Owner,Tenant,"Owner accepts responsibility for the Site’s compliance with all tower or building marking and lighting regulations promulgated by Transport Canada or NAVCANADA, as applicable.",R,T,
Owner,Tenant,Tenant’s installation of such tower/building lighting alarm monitoring system will not relieve Owner of its primary responsibility for compliance with all applicable tower or building marking and lighting requirements.,R,T,****
Owner,Tenant,Tenant understands that it is the intent of Owner to accommodate as many users as possible and that Owner may rent space to any other entity or person(s) desiring its facilities.,-,,
Owner,Tenant,"If interference occurs which involves Tenant, Owner may require that an intermodulation study be conducted at Tenant’s cost.",-,,right
Owner,Tenant,"However, Owner agrees to cooperate with Tenant, at Tenant’s expense, in its efforts to obtain utilities from any location provided by the Owner or the servicing utility.",R,T,
Owner,Tenant,Temporary interruption in the power provided by the facilities will not render Owner liable in any respect for damages to either person or property nor relieve Tenant from fulfillment of any covenant or agreement hereof.,L,T,no-liability
Owner,Tenant,"If Tenant disapproves such Relocation Site, then Owner may thereafter propose another Relocation Site by notice to Tenant in the manner set forth above.",-,,right
Owner,Tenant,"Owner and Tenant hereby agree that the Relocation Site (including the access and utility right-of-way) may be surveyed by a licensed surveyor at the sole cost of Tenant, and such survey will then supplement Exhibit A and become a part hereof.",-,,
Owner,Tenant,Payment shall be made by Tenant within thirty (30) days after presentation of receipted bill and/or assessment notice providing justification for the assessment of the real estate tax which is the basis for the demand. ,R,Y,***
Owner,Tenant,"Owner represents that it has no knowledge of any substance, chemical or waste (collectively, “substance”) on the Site that is identified as hazardous, toxic or dangerous in any applicable federal, provincial or municipal law, regulation, rule, order or guideline (collectively, “Environmental Laws”), beyond levels of concentration permitted by the applicable Environmental Laws. ",-,,warranty
Owner,Tenant,Any amendments to this Agreement must be in writing and executed by both parties; ,R,B,
Buyer,Consultant,"At the request of the Buyer, the Consultant shall provide adequate evidence that such persons are the Consultant's employees.",R,Y,
Buyer,Consultant,"Beginning on ____________________, 20__, the Consultant will provide the following services (collectively, the ""Services""): real estate, locator, referral and/or contact services.",R,Y,
Buyer,Consultant,The Consultant shall determine the manner in which the Services are to be performed and the specific hours to be worked by the Consultant.,R,Y,
Buyer,Consultant,The Buyer will rely on the Consultant to work as many hours as may be reasonably necessary to fulfill the Consultant's obligations under this Agreement.,R,Y,
Buyer,Consultant,"The Buyer will pay a flat locator, referral and/or contact fee to the Consultant for the Services equivalent to $______________. ",R,T,
Buyer,Consultant,"All fees due to Consultant shall be payable in a lump sum upon the sale of the subject/referred property to an end-buyer located via Gwendolen McCloud as the Owner of McCloud9 Enterprises, LLC or as a representative of Superior Services Investment Group.",-,,
Buyer,Consultant,"At the request of the Buyer, the Consultant shall provide adequate evidence that such persons are the Consultant's employees.",R,Y,conditional
Buyer,Consultant,The Consultant will protect the Information and treat it as strictly confidential.,R,Y,
Buyer,Consultant,"The Buyer shall not be prohibited by this provision from pursuing other remedies, including a claim for losses and damages.",-,,
Company,Contractor,"Subject to the terms of this Agreement, Contractor will render the services set forth in Project Assignment(s) accepted by Contractor by the completion dates set forth therein.",R,Y,
Company,Contractor,Company will pay Contractor the fee set forth in each Project Assignment for services rendered pursuant to this Agreement.,R,T,
Company,Contractor,"Upon termination of this Agreement for any reason, Contractor will be paid fees and expenses on the basis stated in the Project Assignment(s) for work which has been completed.",R,T,
Company,Contractor,"Contractor will be reimbursed for all reasonable expenses that have been approved in advance in writing by the Company President, within thirty (30) days of receipt of Contractor's invoice, provided Contractor has furnished such documentation for authorized expenses as Company may reasonably request.",R,T,
Company,Contractor,"Contractor will not be entitled to any of the benefits which the Company may make available to its employees, including, but not limited to, group health or life insurance, profitsharing or retirement benefits.",-,,limitation of right
Company,Contractor,"Additionally, Contractor will be required to maintain any appropriate insurance.",R,Y,
Company,Contractor,"Contractor is solely responsible for, and will file, on a timely basis, all tax returns and payments required to be filed with, or made to, any federal, state or local tax authority with respect to the receipt of fees under this Agreement.",R,Y,
Company,Contractor,"Contractor is solely responsible for, and must maintain adequate records of, expenses incurred in the course of performing services under this Agreement.",R,Y,
Company,Contractor,Company will regularly report amounts paid to Contractor by filing Form 1099MISC with the Internal Revenue Service as required by law.,R,T,
Company,Contractor,"If called upon to render assistance under this paragraph, Contractor will be entitled to a fair and reasonable fee in addition to reimbursement of authorized expenses incurred at the prior written request of Company.",-,,right
Company,Contractor,Contractor will use the Confidential Information solely to perform Project Assignment(s) for the benefit of Company.,-,,limitation of right
Company,Contractor,Contractor will immediately give notice to Company of any unauthorized use or disclosure of the Confidential Information.,R,Y,
Company,Contractor,"Upon the termination of this Agreement, or upon Company's earlier request, Contractor will deliver to the Company all of the Client's tangible property, and agrees to delete electronically stored Confidential information and passwords to access Client data or Confidential Information.",R,Y,
Company,Contractor,Company shall be entitled to access the contents of email communications sent or received with the Company Email in its sole discretion.,-,,right
Company,Contractor,"Notwithstanding anything stated to the contrary in this Agreement, Contractor will have the right to retain a digital copy of the work for Contractor’s records,",-,,right
Company,Contractor,"During the term of this Agreement, Contractor will not accept work, enter into a contract, or accept an obligation, inconsistent or incompatible with Contractor's obligations, or the scope of services rendered for Company, under this Agreement.",R,Y,
Company,Contractor,Contractor agrees to indemnify Company from any and all loss or liability incurred by reason of the alleged breach by Contractor of any services agreement with any third party.,L,Y,
Company,Contractor,"Company acknowledges that Contractor is not responsible for the accuracy of any source material provided by Company, and agrees to defend, indemnify and hold Contractor harmless against any loss, cost or expense (including reasonable attorney’s fees and expenses) that Contractor might sustain as a result of any claim, suit or proceeding regarding any material Contractor prepares that Company approves before release.",L,T,
Company,Contractor,"Company may terminate this Agreement, with or without cause, at any time upon five (5) days prior written notice to Contractor.",T,T,
Company,Contractor,"Except during the term of a Project Assignment, Contractor may terminate this Agreement, with or without cause, at any time upon five (5) days’",T,Y,
Company,Contractor,The waiver by Company of a breach of any provision of this Agreement by Contractor shall not operate or be construed as a waiver of any other or subsequent breach by Contractor.,-,,
Company,Contractor,Contractor will assume primary responsibility for channel strategy expertise.,R,Y,
Company,Contractor,"Contractor will be paid net 60, once the Client has paid the Company for the Project.",-,,
Company,Contractor,"Contractor is not authorized to make any representation, contract or commitment on behalf of Company unless specifically requested or authorized in writing to do so by a Company manager.",-,,limitation of right
Company,Contractor," For Company’s convenience in communicating with its Clients, Company may allow Contractor to access Company’s email system.",-,,limitation of right
Company,Contractor,"Further, Contractor should have no expectation of privacy with regard to this email account as it is and shall remain the sole and exclusive property of the Company.",-,,limitation of right
Company,Contractor,Contractor agrees to promptly deliver the original and any copies of the Company Property to Company at any time upon Company's request.,R,Y,conditional
Company,Contractor,"Contractor is not prohibited from accepting other obligations from independent third parties, so long as they don’t interfere with this Agreement.",-,,right
Company,Contractor,"Contractor warrants that, to the best of its knowledge, there is no other contract or duty on its part inconsistent with this Agreement.",-,,warranty
Company,Contractor,Contractor may not subcontract or otherwise delegate its obligations under this Agreement without Company's prior written consent.,-,,limitation of right
Service Provider,Client,The Client may terminate a SOW by written notice with immediate effect where the Consultant is incapacitated (including by reason of illness or accident) from providing Specified Services for the relevant period set out in the SOW and the parties are not able to agree a substitute Consultant within 14 days of the Client notifying the Service Provider of such requirement in accordance with Clause 3.1.,T,Y,
Service Provider,Client,"This Agreement shall be deemed to have commenced on the Effective Date and shall (save as otherwise provided in this Clause 4) remain in force for thirty six (36) months from the Effective Date of this Agreement (the ""Initial Term”) or as extended pursuant to a SOW, unless terminated prior to that date by mutual written agreement provided that the Client shall have an option to extend this Agreement beyond the initial Term on the same terms for two (2) successive periods of twelve (12) months by giving the Service Provider at least three (3) months prior written notice.",-,,
Service Provider,Client,Either Party may terminate this Agreement by written notice to the other party with immediate effect if:,T,B,
Service Provider,Client,Either Party may terminate this Agreement with immediate effect by written notice and without any iiability to make any further payment to the Service Provider (other than in respect of Fees accrued before the date of service of such notice) if at any time:,T,B,
Service Provider,Client,"The Client shall ensure that the Service Provider’s Consultant is accorded sufficient access to and use of such of the Client’s premises, information, data, personnel and equipment which is reasonably necessary for the completion of the Specified Services.",R,Y,
Service Provider,Client,"Where the Service Provider requires access to any third party premises, information, data or personnel the Client will make reasonable efforts to arrange this for the Service Provider.",R,Y,
Service Provider,Client,The Client shall be entitled to deduct from the Fees (and any other sums) due to the Service Provider any sums that the Service Provider may owe to the Client at any time.,-,,right
Service Provider,Client,"The Service Provider warrants to the Client that the Specified Services will be provided using all reasonable care and skill and, as far as reasonably possible, in accordance with the SOW and the Project Timetable and any other targets mutually agreed.",-,,warranty
Company,Contractor,"Company may terminate this Agreement, with or without cause, at any time upon five (5) days prior written notice to Contractor.",T,T,
Company,Contractor,"Except during the term of a Project Assignment, Contractor may terminate this Agreement, with or without cause, at any time upon five (5) days’",T,Y,
Company,Contractor,Contractor agrees to indemnify Company from any and all loss or liability incurred by reason of the alleged breach by Contractor of any services agreement with any third party.,L,Y,
Company,Contractor,Company shall be entitled to access the contents of email communications sent or received with the Company Email in its sole discretion.,-,,right
Company,Contractor,Company will be informed or the status of the project on a regular basis.,-,,right ?
Company,Contractor,"Contractor is not authorized to make any representation, contract or commitment on behalf of Company unless specifically requested or authorized in writing to do so by a Company manager.",-,,limitation of right
Company,Contractor,"Contractor is solely responsible for, and will file, on a timely basis, all tax returns and payments required to be filed with, or made to, any federal, state or local tax authority with respect to the receipt of fees under this Agreement.",R,Y,
Company,Contractor,"Contractor is solely responsible for, and must maintain adequate records of, expenses incurred in the course of performing services under this Agreement.",R,Y,
Company,Contractor,"No part of Contractor's compensation will be subject to withholding by Company for the payment of any social security, federal, state or any other employee payroll taxes.",-,,
Corfo,You,"The beneficiary must respond for damages that occur as a result of carrying out the activities envisaged in the project, and Corfo shall bear no liability of any kind for any loss that may occur to third parties.",L,T,no-liability
Buildscale,You,"Applications and Third Party Services may also be subject to their own, separate license agreements or special pass-through terms, and You assume all risks and liabilities associated with the use of any such third party offerings, including, without limitation, the obligation to pay fees in connection therewith.  ",L,Y,
Buildscale,You,"You acknowledge that Buildscale has no express or implied obligation to provide, or continue to provide, the Services, or any part thereof, now or in the future; and in addition, Buildscale may at any time, upon prior notice as required by Applicable Law, institute charges or change or Fees (as defined below) for the Services.  ",-,,
Buildscale,You,"Buildscale reserves the right to modify, suspend or terminate the Services (or any part thereof), either temporarily or permanently, at any time or from time to time, with or without prior notice or liability to You.  ",L,T,no-liability
Buildscale,You,"At the end of any demonstration period (as determined by Buildscale), Your access to Your Demo Account will terminate unless You have entered into a Contract with Us (which You may generally do through the processes set out on the Vidyard Website for signing up for Services). ",T,T,conditional
Buildscale,You,"You acknowledge and agree that Buildscale is not responsible for preventing or identifying infringement of intellectual property rights or other violations associations with any Content available on the Services, and Buildscale assumes no responsibility for screening or monitoring for possible (i) infringement or enforcing Your rights or third party rights with respect to any Content (including, but not limited to, Your Content), (ii) unlawful, inappropriate or unpermitted use, (iii) libel, falsehoods, errors or omissions contained in any Content, or (iv) noncompliance with Applicable Laws.",R,T,no-responsibility
Buildscale,You,"(b) BUILDSCALE IS NOT RESPONSIBLE FOR ANY PROBLEMS OR TECHNICAL MALFUNCTION OF ANY COMMUNICATION NETWORK OR LINES, COMPUTER ONLINE SYSTEMS, SERVERS OR PROVIDERS, COMPUTER EQUIPMENT, SOFTWARE, FAILURE OF ANY EMAIL OR PLAYERS DUE TO TECHNICAL PROBLEMS OR TRAFFIC CONGESTION ON THE INTERNET OR ON THE SOLUTION (OR ANY PART THEREOF) OR THIRD PARTY WEBSITES OR COMBINATION THEREOF, INCLUDING, WITHOUT LIMITATION, ANY INJURY OR DAMAGE TO USERS OR TO ANY PERSON'S COMPUTER RELATED TO OR RESULTING FROM PARTICIPATION OR DOWNLOADING MATERIALS IN CONNECTION WITH THE SOLUTION OR THIRD PARTY WEBSITES.  ",L,T,no-liability
Buildscale,You,"However, Buildscale shall be permitted to line-list You as a customer and use Your standard logo for Buildscale's promotional and marketing use until Your use of the Services expires or otherwise terminates.",-,,right
Buildscale,You,"Buildscale, in its sole and absolute discretion, may change or modify these Terms of Service and any of the Other Terms, at any time, and such changes or modifications shall be effective immediately upon posting to the Website.",-,,right
Agency,Bank,"Document to the contrary, the Agency agrees not to terminate the Letter of Credit unless (i) such termination is made in accordance with the terms of this Agreement, the Fee Agreement and the other Related Documents, (ii) the Agency provides fifteen (15) days prior written notice to the Bank in connection with any termination of the Letter of Credit and (iii) the Agency pays to the Bank, in connection with any termination of the Letter of Credit pursuant to the terms hereof, all fees, expenses and other Obligations payable hereunder or under the Fee Agreement, including, without limitation, all principal and accrued interest owing on any Bank Bonds and the payment of any fee associated therewith.",T,T,conditional
Agency,Bank,"(20) days following receipt by you of written notice from us in the form of Exhibit J hereto stating that an Event of Default as defined in the Reimbursement Agreement dated as of July 1, 2015 (as amended, supplemented, otherwise modified or restated from time to time, the “Reimbursement Agreement”), between the Agency and the Bank, has occurred and directing you to cause a mandatory tender of the Bonds (the earliest of such dates is referred to herein as the “Termination Date”).",T,B,
Agency,Bank,Each determination of the Base Rate by the Bank shall be conclusive and binding absent manifest error.,-,,
Agency,Bank,Each determination of the Federal Funds Rate by the Bank shall be conclusive and binding on the Agency.,-,,
Agency,Bank,"The Bonds so purchased by the Bank from the Existing Provider shall be “Bank Bonds” for purposes of this Agreement and the Supplemental Indenture and the purchase price paid by the Bank shall be a “Liquidity Drawing” for purposes of this Agreement, notwithstanding that such purchased Bonds were Ineligible Bonds when purchased by the Bank hereunder.",-,,
Agency,Bank,"During such time as the Bank is the owner of any Bonds, the Bank shall have all the rights granted to an owner of the Bonds under the Indenture and such additional rights as may be granted to the Bank hereunder.",-,,right
Agency,Bank,"Following the occurrence of an Event of Default, any payments received by the Bank hereunder or under the Bank Bonds shall be applied by the Bank to the payment of the Obligations in such order as the Bank shall in its sole discretion determine.",-,,right
Agency,Bank,"Subject to Sections 2.16 and 5.17 hereof, the Agency shall redeem Bank Bonds on each date on which the Agency is required to make a principal payment on the corresponding Advance in a principal amount equal to the amount of such Advance so payable due on such date.",R,T,
Agency,Bank,"(a) If the Agency, on any date between one hundred eighty (180) and ninety (90) days prior to the Stated Expiration Date, submits to the Bank a written request for an extension of the Stated Expiration Date for a period specified in such written request, the Bank will endeavor to respond to such request within sixty (60) days after receipt of all information necessary, in the Bank’s reasonable judgment, to permit the Bank to make an informed credit decision.",R,Y,conditional
Agency,Bank,The foregoing sentence shall survive the termination or expiration of these Terms of Service.,-,,
Agency,Bank,"Agency reserves the right to modify, suspend or terminate the Services (or any part thereof), either temporarily or permanently, at any time or from time to time, with or without prior notice or liability to the Bank.",T,T,right
Company,Customer,"Description of Services: The “Service” means access to the Giftbit software-as-a-service digital gifting platform that enables the sending of customizable, trackable digital gift cards.",-,,
Company,Customer,"1.1! Subject to the terms of this Agreement and the payment of applicable fees, Company will make the Service available to Customer during the Term for internal business use.",R,T,
Company,Customer,1.2 ! User accounts are for use by individuals or entities who are authorized to use the Service by Customer and are provided user names and passwords by Customer (“Users”).,-,,
Company,Customer,User accounts cannot be shared or used by more than one User but may be reassigned to new Users replacing former Users.,-,,
Company,Customer,"As part of the registration process, Customer will identify an administrative user name and password for Customer’s Company account.",R,Y,
Company,Customer,"1.3! If Customer wishes to order Professional Services, Customer shall notify Company and the parties will negotiate in good faith an applicable SOW.",R,Y,conditional
Company,Customer,"Upon execution of an SOW and subject to the terms of this Agreement and payment of applicable fees, Company will provide the Professional Services including the development of Deliverables all as described in such SOW.",R,T,
Company,Customer,1.4! Company will provide the maintenance and support services as specified in Exhibit C.,R,T,
Company,Customer,!RESTRICTIONS AND RESPONSIBILITIES,-,,
Company,Customer,"2.1! Customer will not: (a) license, sublicense, sell, resell, rent, lease, transfer, assign, distribute, time share or otherwise commercially exploit or make the Service available to any third party; (b) attempt to gain unauthorized access to the Service or its related systems or networks or circumvent any use restrictions; (c) use the Service in violation of any applicable law or regulation or in violation of the rights of any third party; (d) modify, translate, reverse engineer, decompile, disassemble, or create derivative works based on the Service except to the extent that enforcement is prohibited by applicable law notwithstanding a contractual provision to the contrary; (e) circumvent any user limits or other timing or use restrictions that are built into the Service; (f) remove any proprietary notices, labels, or marks from the Service or documentation; (g) frame or mirror any content forming part of the Service; (h) access the Service in order to (i) build a competitive product or service, or (ii) copy any ideas, features, functions or graphics of the Service.",-,,?
Company,Customer,"2.2! Customer represents, covenants, and warrants that Customer will use the Services only in compliance with Company’s standard published policies (to the extent provided by Company to Customer in advance) then in effect (the “Policy”) and all applicable laws and regulations.",R,Y,
Company,Customer,"Prior to restricting access to the Service, Company will provide Customer reasonable notice and a reasonable opportunity for Customer to resolve such concerns, unless doing so places Company at risk of violating any law or regulation or the rights of any third party.",R,T,
Company,Customer,"2.3! Customer shall be responsible for obtaining and maintaining any equipment and ancillary services needed to connect to, access or otherwise use the Services, including, without limitation, modems, hardware, server, software, operating system, networking, web servers, long distance and local telephone service (collectively, “Equipment”) .",R,Y,
Company,Customer,Company shall clearly advise Customer on the type of Equipment needed to support the Services.,R,T,
Company,Customer,"Customer shall also be responsible for maintaining the security of the Equipment, Customer account, passwords (including but not limited to administrative and user passwords) and files, and for all uses of Customer account or the Equipment with or without Customer’s knowledge or consent.",R,Y,
Company,Customer,"3.1! Each party (the “Receiving Party”) understands that the other party (the “Disclosing Party”) has disclosed or may disclose business, technical or financial information relating to the Disclosing Party’s business (hereinafter referred to as “Proprietary Information” of the Disclosing Party).",-,,right
Company,Customer,"Proprietary Information of Company includes non-public information regarding features, functionality and performance of the Service.",-,,definition
Company,Customer,Proprietary Information of Customer includes Customer Data (as defined below).,-,,definition
Company,Customer,"Notwithstanding the foregoing, if any Propriety Information is required to be disclosed by law rule or regulation or court order, the Receiving Party will promptly notify the Disclosing Party in writing prior to making any disclosure and will reasonably cooperate with any effort by the Disclosing Party to obtain a protective order or other remedy.",R,B,***
Company,Customer,"3.2! Except for the limited rights granted herein, Customer shall own all right, title and interest including all intellectual property rights in and to all data and information provided by Customer or Users to Company under this Agreement and data and information made available by Customers and Users through the Service (“Customer Data”) .",-,,right
Company,Customer,Customer hereby grants to Company a non-exclusive license for the Term (and for thirty (30) days thereafter) to use and otherwise exploit the Customer Data as reasonably required to provide the Services.,-,,right
Company,Customer,"3.3! Except for the limited rights granted herein, Company shall own and retain all right, title and interest including all intellectual property rights in and to the Services and any Deliverables provided under this Agreement or any applicable SOW (unless such SOW explicitly states otherwise).",-,,right
Company,Customer,"3.4! Company acknowledges that Customer is the owner of all Customer trademarks, trade names, service marks, copyrights and logos (“Customer Marks”) that are provided to Company by Customer in connection with this Agreement.",-,,acknowledgement
Company,Customer,Company does not have any ownership rights in the Customer Marks and may not use the Customer Marks in any fashion without the express written consent of Customer.,-,,limitation of right
Company,Customer,Company has no right to authorize any third party to use the Customer Marks.,-,,limitation of right
Company,Customer,Company will use the Marks in accordance with any guidelines and instructions provided by Customer.,R,T,
Company,Customer,"3.5! Notwithstanding anything to the contrary, Company shall have the right collect and analyze data and other information relating to the provision, use and performance of various aspects of the Services and related systems and technologies (including, without limitation, information concerning Customer Data and data derived therefrom), and Company will be free (during and after the term hereof) to (i) use such information and data (in anonymous, aggregate form) to improve and enhance the Services and for other development, diagnostic and corrective purposes in connection with the Services and other Company offerings, and (ii) disclose such data solely in aggregate or other de-identified form in connection with its business, and Customer is not entitled to receive any royalties or payment in connection with such rights.",-,,right
Company,Customer,No rights or licenses to Customer Data are granted to Company except as expressly set forth herein.,-,,limitation of right
Company,Customer,"3.6 Company shall have a royalty-free, worldwide, transferable, sublicenseable, irrevocable, perpetual, unrestricted license to use or incorporate into the Service or any other offerings any suggestions, enhancement requests, recommendations or other feedback provided by Customer or its Users relating to the operation of the Service.",-,,right
Company,Customer,"4.1 ! In full and complete consideration for the provision of the Services, Customer will pay Company the then applicable fees described in the Order Form for the Services and Professional Services in accordance with the terms therein (the “Fees”).",R,Y,
Company,Customer,"If Customer’s use of the Services exceeds the Service Capacity set forth on the Order Form (if any) or otherwise requires the payment of additional fees expressly set forth in this Agreement, Customer shall be billed for such usage and Customer agrees to pay the additional fees in the manner provided herein.",R,Y,?
Company,Customer,"Company reserves the right to change the Fees or applicable charges and to institute new charges and Fees at the end of the Initial Service Term or then-current renewal term, upon thirty (30) days prior notice to Customer (which may be sent by email) .",-,,right
Company,Customer,"If Customer believes that Company has billed Customer incorrectly, Customer will use commercially reasonable efforts to notify Company no later than 60 days after the closing date on the first billing statement in which the error or problem appeared, in order to receive an adjustment or credit.",R,Y,?
Company,Customer,Inquiries should be directed to Company’s customer support department.,-,,
Company,Customer,"4.2! Company may choose to bill through an invoice, in which case, full payment for invoices issued in any given month must be received by Company thirty (30) days after the mailing date of the invoice.",R,Y,conditional
Company,Customer,All Fees and amounts set forth this Agreement or any Order Form are exclusive of taxes.,-,,
Company,Customer,"Customer shall be solely responsible for all sales, service, value-added, use, excise, consumption and any other taxes, duties and charges of any kind, if any, imposed by any federal, state or local governmental entity on any amounts payable by Customer under this Agreement or any Order Form.",R,Y,
Company,Customer,"5.1! Term: Subject to earlier termination as provided below, this Agreement is for the Initial Service Term as specified in the Order Form, and shall be automatically renewed for additional periods of the same duration as the Initial Service Term (collectively, the “Term”), unless either party requests termination at least thirty (30) days prior to the end of the then-current term.",T,B,
Company,Customer,"(i)! either party may terminate this Agreement or any Order Form, by written notice to the other party effective as of the date specified in such notice, if the other party materially breaches this Agreement or such Service Order and such breach: (i) cannot be cured; or (ii) being capable of cure, remains uncured 30 days after the breaching party receives written notice thereof;",T,B,
Company,Customer,"(ii)! Customer may terminate this Agreement or any Order Form, effective immediately, by written notice to Company if (a) there is a material adverse change in Company’s business or financial condition; (b) Company ceases doing business; or (c)) applicable laws may materially interfere with Company’s ability to provide the Services or Software; and",T,Y,
Company,Customer,"(iii) !Either party may terminate this Agreement or any Order Form at any time without cause, upon forty0five (45) days prior written notice to the other party.",T,B,
Company,Customer,"In such case, Company shall be entitled to keep Fees paid on a pro-rata basis up to the date of termination, and shall reimburse Customer any amounts paid in excess of such sums.",R,T,right
Company,Customer,"5.3! In the event of termination of this Agreement, all sections of this Agreement which by their nature should survive termination will survive termination, including, without limitation, accrued rights to payment, confidentiality obligations, warranty disclaimers, indemnification and limitations of liability.",-,,
Company,Customer,Warranties: Company represents and warrants that:,-,,
Company,Customer,! Company shall use reasonable efforts consistent with prevailing industry standards to maintain the Services in a manner which minimizes errors and interruptions in the Services and shall perform the Professional Services in a professional and workmanlike manner.,R,T,
Company,Customer,"! the Services shall substantially conform to specifications and all other statements or claims found in any performance standards, documentation or other documents describing the Services.",-,,
Company,Customer,"! at the time of delivery, the Company will not knowingly provide Services that contain any computer code that would (or enable Company to) disable software or impair in any way its operation based upon the elapsing of time, exceeding a specified number of copies, advancement to a particular date or other numeral, or other similar self-destruct mechanisms; and",R,T,
Company,Customer,! it has the right and license to provide and distribute the Services and Deliverables as contemplated by this Agreement.,-,,right
Company,Customer,"! if the Services or Software are expected to be temporarily unavailable for scheduled maintenance, either by Company or by third-party providers, or because of other causes beyond Company’s reasonable control, Company shall use reasonable efforts to provide advance notice in writing or by e-mail of any scheduled service disruption.",R,T,conditional
Company,Customer,"Subject to this Agreement, Company shall defend, indemnify and hold Customer harmless against any loss, damage or costs (including reasonable attorneys' fees) awarded to a third party against Customer by a court of competent jurisdiction in any actions, lawsuits, or proceedings made or brought against Customer by a third party alleging that the use of the Service as contemplated hereunder infringes the intellectual property rights of a third party (“IP Claims”); subject to the condition that Customer (a) promptly gives written notice of each IP Claim to Company; (b) gives Company sole control of the defense and settlement of each IP Claim (provided that Company may not settle or defend any IP Claim unless it unconditionally releases Customer of all liability); and (c) provides to Company, at Company's cost, all reasonable assistance in respect to each IP Claim.",L,T,
Company,Customer,"If (a) Company becomes aware of an actual or potential IP Claim, or (b) Customer provides Company with notice of an actual or potential IP Claim, Company may (or in the case of an injunction against Customer, shall), at Company’s sole option and determination: (I) procure for Customer the right to continue to use the Service; or (II) replace or modify the affected part of the Service with equivalent or better functionality so that Customer’s use is no longer infringing; or (III) if (I) or (II) are not commercially reasonable, terminate provision of the Service and refund to Customer any pre-paid Service fees for any periods after the termination of the Service, less any outstanding moneys owed by Customer to Company.",T,T,
Company,Customer,"Company’s indemnification obligations do not extend to (1) any IP Claim based upon infringement or alleged infringement of any patent, trademark, copyright or other intellectual property right by the combination of the Service furnished by Company with other products, software or services not provided by Company; (2) any IP Claim related to any Customer Data, or (3) any IP Claim related to any use or exercise of any other right in respect to the Service outside the scope of the rights granted in this Agreement.",L,T,no-liability
Company,Customer,"Subject to this Agreement, Customer shall defend, indemnify and hold Company harmless against any loss, damage or costs (including reasonable attorneys' fees) incurred in connection with: (i) Customer or User’s use of the Service; (ii) violation of this Agreement by Customer or User; (ii) violation of any rights of another or any applicable law or regulation by Customer or User; and (iii) any actions, lawsuits, or proceedings made or brought against Company by a third party alleging that the Customer Data, or Customer's use of the Service in violation of this Agreement, infringes the intellectual property rights of, or has otherwise harmed, a third party or has caused damage to a third party’s property (“Customer Claims” ); provided, that Company (a) promptly gives written notice of each Customer Claim to Customer; (b) gives Customer sole control of the defense and settlement of each Customer Claim (provided that Customer may not settle or defend any Customer Claim unless it unconditionally releases Company of all liability); and (c) provides to Customer, at Customer's cost, all reasonable assistance in respect to each Customer Claim.",L,Y,
Company,Customer,"Customer may not remove or export from the United States or allow the export or re- export of the Services, Software or anything related thereto, or any direct product thereof in violation of any restrictions, laws or regulations of the United States Department of Commerce, the United States Department of Treasury Office of Foreign Assets Control, or any other United States or foreign agency or authority.",-,,limitation of right
Company,Customer,"This Agreement is not assignable, transferable or sublicensable by either party except with the other party’s prior written consent.",-,,
Company,Customer,"Notwithstanding the foregoing, either party may transfer and assign its rights and obligations under this Agreement in connection with a sale of all or substantially all of its assets or shares or in connection with any other change of control transaction without consent of the other party.",-,,right
Company,Customer,"No agency, partnership, joint venture, or employment is created as a result of this Agreement and Customer does not have any authority of any kind to bind Company in any respect whatsoever.",L,T,no-liability
Company,Customer,"In any action or proceeding to enforce rights under this Agreement, the prevailing party will be entitled to recover costs and attorneys’ fees.",-,,
Company,Customer,"All notices under this Agreement will be in writing and will be deemed to have been duly given when received, if personally delivered; when receipt is electronically confirmed, if transmitted by facsimile or e-mail; the day after it is sent, if sent for next day delivery by recognized overnight delivery service; and upon receipt, if sent by certified or registered mail, return receipt requested.",-,,
Company,Customer,"The Company has the right to refer to the Customer, and the Customer’s use case of the Service, in marketing materials, press releases, white papers and other sales and marketing materials.",-,,right
Company,Customer,This Agreement shall be governed by the laws of the State of Delaware without regard to its conflict of laws provisions.,J,,
Company,Customer,"Any litigation concerning this Agreement or any aspect of the relationship between the parties created by this Agreement shall be submitted to and resolved exclusively by a court of competent jurisdiction in San Francisco, California.",-,,
Company,Customer,"! 30 days before the Claim Period ends, Company will send an automate email reminder to all recipients who haven’t claimed their cards",R,T,
Company,Customer,No savings service fees are charged on unsent or undeliverable gifts.,-,,
Company,Customer,35% service fee on savings from any gift offers that are unclaimed with the claim period or are cancelled after they have been successfully sent and delivered.,-,,
Company,Customer,"When a gift offer is sent, the value of that offer is debited from the Available Balance and the value is displayed in your Outstanding Gift Offers",-,,
