THEM party,YOU party,CLAUSE,RESPONSIBILITY? (Y/N),YOURS? (Y/N),THEIRS? (Y/N),NEGATED? (Y/N)
Cevado,you,Any termination by Cevado or you shall not relieve you of any obligations to pay fees accrued prior to such cancellation. ,,,,
Bitdefender,You,"If the Software is downloaded from the websites (for paid or trial use purposes), this Agreement will be accepted and a contract formed when you selects an 'I Accept', 'OK' or 'Yes' button or box below prior to download or installation.",,,,
Bitdefender,You,"The Bitdefender Product offers an Internet control software which shall be installed on your device (computer, mobile, mobile computer device) that intercepts Internet-bound traffic, to monitor traffic and permits You to limit access to certain content.",,,,
Bitdefender,You,You agree that your use of these services will be in compliance with any laws which are applicable to you.,,,,
Bitdefender,You,"You will have certain rights to use the Bitdefender Product during the License Period, which shall begin on the date of Your initial installation of the Bitdefender Product regardless of the number of copies that You are permitted to use, and shall last for the period of time set forth in the Documentation or the applicable transaction documentation from the Bitdefender distributor or reseller from which You obtained the Bitdefender Product.",,,,
Bitdefender,You,"The Bitdefender Product may automatically be deactivated at the end of the License Period, and You will not be entitled to receive any feature or content updates to the Bitdefender Product.",,,,
Bitdefender,You,Your obligations and rights under this Agreement will continue to apply after the end of the Trial Period.,,,,
Bitdefender,You,"You will have certain rights to use the Bitdefender Product during the License Period, which shall begin on the date of Your initial installation of the Bitdefender Product regardless of the number of copies that You are permitted to use, and shall last for the period of time set forth in the Documentation or the applicable transaction documentation from the Bitdefender distributor or reseller from which You obtained the Bitdefender Product.",,,,
Bitdefender,You,"The Bitdefender Product may automatically be deactivated at the end of the License Period, and you will not be entitled to receive any feature or content updates to the Bitdefender Product.",,,,
Bitdefender,You,"If you have agreed to permit Bitdefender to automatically renew your subscription to Bitdefender Product by charging a valid credit card number which you have provided to Bitdefender, your subscription will be automatically renewed thirty (30) days prior to the expiration of the term and each anniversary thereafter for a fee no greater than Bitdefender's then-current price, excluding promotional and discount pricing.",,,,
Bitdefender,You,If such features are offered and You choose to access such Technical Support it shall be governed by the following conditions: Any such Technical Support shall be provided in Bitdefender's sole discretion without any guarantee or warranty of any kind.,,,,
Bitdefender,You,"Your sole remedy for a breach of this warranty will be that BITDEFENDER, at its option, may replace the defective media upon receipt of the damaged media, or refund the money you paid for Bitdefender.",,,,
Bitdefender,You,The foregoing provisions shall be enforceable to the maximum extent permitted by applicable law.,,,,
Bitdefender,You,You will be required to provide a password in order to encrypt and protect such information.,,,,
Bitdefender,You,You will not be able to recover the information you have encrypted if you lose or forget the password.,,,,
Bitdefender,You,IN NO CASE SHALL BITDEFENDER'S LIABILITY EXCEED THE PURCHASE PRICE PAID BY YOU FOR BITDEFENDER.,,,,
Bitdefender,You,"The disclaimers and limitations set forth above will apply regardless of whether you accept to use, evaluate, or test Bitdefender.",,,,
Bitdefender,You,"By accepting this Agreement, You acknowledge and agree that your system will be used for receiving and serving Updates of the Product through a peer to peer protocol.",,,,
Bitdefender,You,The protocol will not be used for anything other than transmitting and receiving Bitdefender updates of signatures files.,,,,
Bitdefender,You,"Bitdefender will send Communications via in-product notices or via email to the primary user's registered email address, or will post Communications on its Sites.",,,,
Bitdefender,You,"The personal information given (name, email address, password), during initial setup, if collected, it will be used as an account name under which You may elect to receive additional services and/or under which You may use certain features of the Software.",,,,
Bitdefender,You,Bitdefender informs you that it will treat your personal data in accordance with current applicable legislation and as established in its Privacy Policy.,,,,
Bitdefender,You,This information will not be correlated with any personally identifiable information.,,,,
Bitdefender,You,This information will not be correlated with any personally identifiable information.,,,,
Bitdefender,You,Bitdefender will not correlate these files with any personally identifiable information.,,,,
Bitdefender,You,This information will not be correlated with any personally identifiable information.,,,,
Bitdefender,You,"These email messages may contain personally identifiable information and will be sent to Bitdefender only with your permission, and will not be sent automatically.",,,,
Bitdefender,You,"If you send such messages to Bitdefender, Bitdefender will use them only for the purpose of improving the detection ability of Bitdefender's antispam technology.",,,,
Bitdefender,You,Bitdefender will not correlate these files with any other personally identifiable information.,,,,
Bitdefender,You,"This information will be sent to Bitdefender only with Your permission, and will not be sent automatically.",,,,
Bitdefender,You,This information will not be correlated with any personally identifiable information.,,,,
Bitdefender,You,This information will not be correlated with any personally identifiable information.,,,,
Bitdefender,You,You declare that all the data that you provide will be true and accurate and undertake to inform Bitdefender of any changes to said data.,,,,
Bitdefender,You,This Agreement will be governed by the laws of Romania and by international copyright regulations and treaties.,,,,
Bitdefender,You,The exclusive jurisdiction and venue to adjudicate any dispute arising out of these License Terms shall be of the courts of Romania.,,,,
Bitdefender,You,Nothing in this License Agreement will diminish any rights You may have under existing consumer protection legislation or other applicable laws in Your jurisdiction that may not be waived by contract.,,,,
Bitdefender,You,"In the event of invalidity of any provision of this Agreement, the invalidity shall not affect the validity of the remaining portions of this Agreement.",,,,
Bitdefender,You,The license will terminate immediately without notice if you are in breach of any of its terms and conditions.,,,,
Bitdefender,You,The terms and conditions concerning confidentiality and restrictions on use shall remain in force even after any termination.,,,,
Bitdefender,You,BITDEFENDER may revise these Terms at any time and the revised terms shall automatically apply to the corresponding versions of the Bitdefender Product distributed with the revised terms.,,,,
Bitdefender,You,"If any part of these Terms is found void and unenforceable, it will not affect the validity of rest of the Terms, which shall remain valid and enforceable.",,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,You must not remove or alter any copyright notices on any and all copies of the SOFTWARE PRODUCT. ,,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,Any supplemental software code provided to you as part of the Support Services shall be considered part of the SOFTWARE PRODUCT and subject to the terms and conditions of this EULA. ,,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,You must comply with all applicable laws regarding use of the SOFTWARE PRODUCT.,,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,"In such event, you must destroy all copies of the SOFTWARE PRODUCT in your possession.",,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,"In no event shall Electro Chango S.A. de C.V. be liable for any damages (including, without limitation, lost profits, business interruption, or lost information) rising out of 'Authorized Users' use of or inability to use the SOFTWARE PRODUCT, even if Electro Chango S.A. de C.V. has been advised of the possibility of such damages.",,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,"In no event will Electro Chango S.A. de C.V. be liable for loss of data or for indirect, special, incidental, consequential (including lost profit), or other damages based in contract, tort or otherwise.",,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,"Electro Chango S.A. de C.V. shall have no liability with respect to the content of the SOFTWARE PRODUCT or any part thereof, including but not limited to errors or omissions contained therein, libel, infringements of rights of publicity, privacy, trademark rights, business interruption, personal injury, loss of privacy, moral rights or the disclosure of confidential information.",,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,All new and/or modified terms and/or conditions will be effective 10 (ten) days after their publishing and will be part of this EULA.,,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,"Within the 5 (five) days following the publishing of the modifications and/or additions, the user must inform Electro Chango S.A. de C.V. via e-mail, regarding your non acceptance of the modifications or additions.",,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,"Once said term has elapsed, your continued use of the SOFTWARE PRODUCT will be deemed as the express acceptance of said new or modified terms or conditions.",,,,
Electro Chango S.A.,Electro Chango S.A. de C.V.,"Thus, once the term mentioned above has elapsed, if you do not accept the new terms and conditions you must immediately stop using the SOFTWARE PRODUCT.",,,,
Steinberg,Gewahrleistung,"If you do not approve these terms and conditions, you must not install this software.",,,,
Steinberg,Gewahrleistung,"You may not lease, loan or sublicense the software; unless the granting of such right will be specified as a supplement to this EULA on the software medium (CD/DVD) and/or on the invoice.",,,,
Steinberg,Gewahrleistung,"The granting of a license for an lecturer and student, an educational establishment and the maximum number of permissible installations of the software in connection with music and schoolbooks will be specified as a supplement to this EULA on the software medium (CD/DVD) and/or on the invoice.",,,,
Steinberg,Gewahrleistung,You are entitled to prepare a backup copy of the software which will not be used for purposes other than storage purposes. ,,,,
Steinberg,Gewahrleistung,You shall have no further right or interest to use the software other than the limited rights as specified in this Agreement.,,,,
Steinberg,Gewahrleistung,"If you do not accept the terms and conditions of this Agreement, the software will not work. ",,,,
Steinberg,Gewahrleistung,Upon return a claim according to 11 shall not apply.,,,,
Steinberg,Gewahrleistung,"If a USB-eLicenser is required for the use of the software, then the USB-eLicenser must be connected physically to the computer through the USB interface. ",,,,
Steinberg,Gewahrleistung,"For the activation of the software, updates or upgrades of the software the computer which is connected to the USB-eLicenser and/or using the Soft eLicenser or using the OEM software must be connected to the server of Steinberg through the Internet.",,,,
Steinberg,Gewahrleistung,"If the product was delivered with a product card (without the USB-eLicenser), the activation codes of the enclosed product card must be entered manually by the user upon installation and the license information must be exchanged with the server of Steinberg. ",,,,
Steinberg,Gewahrleistung,"In the event of OEM software, for which an activation is required for use, the activation codes will be send to an email-address submitted by you during a registration.",,,,
Steinberg,Gewahrleistung,"Further, the activation codes must be entered manually by the user upon installation and the license information must be exchanged with the server of Steinberg. ",,,,
Steinberg,Gewahrleistung,"Further, the activation codes must be entered manually by the user upon installation and the license information must be exchanged with the server of Steinberg.",,,,
Steinberg,Gewahrleistung,"However, in such a case a corresponding access software (eLicenser Control Centre, "" eLCC "") must be installed on the computer connected to the Internet, which is subject to a separate licensing agreement.",,,,
Steinberg,Gewahrleistung,In the case of a defect or damage to the USB-eLicenser Steinberg or a third party engaged by Steinberg will check the USB-eLicenser.,,,,
Steinberg,Gewahrleistung,In the case of a legitimate claim the USB-eLicenser and the licenses included shall be replaced in return for a handling fee.,,,,
Steinberg,Gewahrleistung,The licenses will only be replaced provided that they are licenses issued by Steinberg.,,,,
Steinberg,Gewahrleistung,"Furthermore, you must not modify the binary code of the software to bypass in any manner the activation function or the use of the license module (USB-eLicenser and/or Soft eLicenser).",,,,
Steinberg,Gewahrleistung,You must not arrange components of the software in a new way and develop a modified version of the software or a new product as a result.,,,,
Steinberg,Gewahrleistung,"the product activation, shall not be possible following the assignment of rights.",,,,
Steinberg,Gewahrleistung,"You must have a valid license for the previous or more inferior version of the software in order to be allowed to use an upgrade or update for the software; the Trial Version Software, however, does not entitle to the upgrade or update.",,,,
Steinberg,Gewahrleistung,Upon transferring this previous or more inferior version of the software to third parties the right to use the upgrade or update of the software shall expire. ,,,,
Steinberg,Gewahrleistung,"Limited Warranty within the EU: In the event that you as a first buyer of the software are located within the EU, the following limitation of liability shall apply. ",,,,
Steinberg,Gewahrleistung,"2. If the user is consumer within the EU, the statutory warranty ("" Gewahrleistung "") to defects of the product shall apply.",,,,
Steinberg,Gewahrleistung,"Limited Warranty outside the EU: In the event that you as a first buyer of the software are located outside the EU, the following limitation of liability shall apply. ",,,,
Steinberg,Gewahrleistung,"Limitation of Liability within the EU: In the event that you as a first buyer of the software are located within the EU, the following limitation of liability shall apply. ",,,,
Steinberg,Gewahrleistung,1. Irrespective of the legal grounds Steinberg shall only be liable to compensate or replace futile expenses in accordance with the following stipulations. ,,,,
Steinberg,Gewahrleistung,"In the case of damage caused by the grossly negligent conduct of any other vicarious agents, the liability shall be limited to those damages which are typically to be expected within the scope of an agreement such as the present one.",,,,
Steinberg,Gewahrleistung,Any further liability under this Agreement shall be excluded. ,,,,
Steinberg,Gewahrleistung,"In this case, the restrictions of liability pursuant to the foregoing subsection 12.2.2 sentences 2 and 3 shall apply.",,,,
Steinberg,Gewahrleistung,"In case of Trial Version Software, the liability for damages according to this subsection shall be excluded. ",,,,
Steinberg,Gewahrleistung,"4. The liability for loss of data shall be limited to the typical cost and effort of retrieving the data which would have occurred, if the data had been stored properly and in a risk-adequate manner. ",,,,
Steinberg,Gewahrleistung,5. This limitation of liability for Steinberg shall also apply for the benefit of Steinberg's employees in the event that any claims are filed directly against them. ,,,,
Steinberg,Gewahrleistung,"Limitation of Liability outside the EU: In the event that you as a first buyer of the software are located outside the EU, the following limitation of liability shall apply. ",,,,
Steinberg,Gewahrleistung,This limitation shall apply also in the event of a fundamental breach of this Agreement. ,,,,
Steinberg,Gewahrleistung,"2. The total liability of Steinberg and its distributors in the context of this Agreement shall be limited to the amount which was paid for the software, if any. ",,,,
Steinberg,Gewahrleistung,3. The aforementioned restrictions shall not apply in countries where a limitation of liability is inadmissible.,,,,
Steinberg,Gewahrleistung,Supplements and amendments of this Agreement must be made in writing; a waiver of the requirement of the written form must also be made in writing. ,,,,
Steinberg,Gewahrleistung,"If any stipulation of this Agreement should be or become invalid, in whole or in part, this shall not affect the validity of the remaining stipulations.",,,,
Steinberg,Gewahrleistung,The invalid stipulation shall be deemed to be replaced by the parties with a valid regulation which comes as close as possible to the commercially desired purpose originally intended for the ineffective provision; the same shall apply in the case of a lacuna. ,,,,
Steinberg,Gewahrleistung,This Agreement shall be governed and construed by the laws of the Federal Republic of Germany and the UN Convention on the International Sale of Goods (CISG) shall not apply. ,,,,
Steinberg,Gewahrleistung,The exclusive place of jurisdiction with respect to all disputes based on or in connection with this Agreement shall be Hamburg.,,,,
Steinberg,Gewahrleistung,"If you are not in agreement with these conditions, you must not install the software.",,,,
Steinberg,Gewahrleistung,The price you paid will be refunded in full. ,,,,
Steinberg,Gewahrleistung,"If this single computer is connected to a multi-user system, this License shall apply to all users of the system",,,,
Steinberg,Gewahrleistung,He must present Steinberg Media Technologies GmbH with this record at any time if there is any suspicion of misuse.,,,,
Steinberg,Gewahrleistung,"If this Licensed software is stored electronically, the Licensee must delete it totally, and make a legally binding declaration to Steinberg Media Technologies GmbH that this obligation has been fulfilled.",,,,
Steinberg,Gewahrleistung,"Whenever a copy is made, it must be ensured that Steinberg Media Technologies GmbH's copyright notice is attached, with an indication of all of Steinberg Media Technologies GmbH's rights under the foregoing paragraphs in a machine-readable form (if machine-readable copies are being prepared) and/or in plain language.",,,,
Steinberg,Gewahrleistung,"The Licensee is to use the Licensed software he receives from Steinberg Media Technologies GmbH, all copies thereof, and all pertinent documentation exclusively for his own purposes, and must keep it separate from third parties.",,,,
Steinberg,Gewahrleistung,"He must ensure that no third party or any of his own employees, unless authorised, will have access to the Licensed software, may copy part or all of the Licensed software, or be given any opportunity to do so.",,,,
Steinberg,Gewahrleistung,"Having stated this, Steinberg Media Technologies GmbH takes on the guarantee towards the Licensee that, at the point in time when the contract is concluded, the Licensed software and hardware will prove to be free of all material and technical defects under normal operating conditions.",,,,
Steinberg,Gewahrleistung,"In this instance he must return the CD-ROM containing the Licensed software and any Licensed hardware, including hand-books, documentation, and a copy of the invoice/receipt, to Steinberg Media Technologies GmbH's sales organisation in his country, or to the dealer from whom it was bought.",,,,
Steinberg,Gewahrleistung,"If the Licensee should infringe any of the above obligations, this will be regarded as a major cause justifying Steinberg Media Technologies GmbH's termination of the contract.",,,,
Steinberg,Gewahrleistung,This contract shall be exclusively subject to the laws of the state in which it is published. ,,,,
ParkMe,you,"] If you do not agree to the terms of this EULA or any modified version of this EULA, your sole recourse is to immediately terminate your use of the Services, in which case you will no longer have access to your Account (as defined below).",,,,
ParkMe,you,All reservations and other transactions consummated on the ParkMe Site or Application will be done by means of a credit card.,,,,
ParkMe,you,"To assist us in maintaining a consistently high level of service with the Garages and their patrons, Users must cancel any reservations that they will be unable to honor at least twenty-four (24) hours in advance of the reservation.",,,,
ParkMe,you,"If you are unable to keep your reservation and you fail to cancel at least twenty-four (24) in advance of the reservation, ParkMe will send you an email letting you know that our records indicate that you were a no-show.",,,,
ParkMe,you,You will not be eligible for any refund.,,,,
ParkMe,you,Your Account will be terminated if you are a no-show for four reservations at any Garage within a twelve (12) -month period.,,,,
ParkMe,you,Each User agrees that all final no-show determinations will be made by ParkMe in its sole discretion.,,,,
ParkMe,you,The price of the parking will be as quoted on the ParkMe Site from time to time except in cases of error.,,,,
ParkMe,you,"Prices may change from time to time and at any time, but any such changes will not affect bookings already accepted.",,,,
ParkMe,you,"IN SUCH EVENT, IF AVAILABLE, WE WILL OFFER YOU THE OPPORTUNITY TO KEEP YOUR PENDING RESERVATION AT THE CORRECT PRICE OR WE WILL CANCEL YOUR RESERVATION WITHOUT PENALTY.",,,,
ParkMe,you,We do not guarantee that pricing for parking reservations will be the best available at the time of booking.,,,,
ParkMe,you,ParkMe does not guarantee that the Services will be compatible with all devices or will be supported by all mobile carriers.,,,,
ParkMe,you,"If you object to any such changes, your sole recourse shall be to immediately cease using the Services.",,,,
ParkMe,you,Continued use of the Services following any such changes shall indicate your acknowledgment of such changes and satisfaction with all the Services.,,,,
ParkMe,you,"You agree not to (and not to allow any third party to): (a) use any robot, spider, scraper or other automatic or manual device, process or means to access the Services or copy any ParkMe Content except as expressly authorized by ParkMe; (b) take any action that imposes or may impose (in ParkMe's sole determination) an unreasonable or a disproportionately large load on the Services or ParkMe's infrastructure; (c) utilize any device, software or routine that will interfere or attempt to interfere with the functionality of the Services; (d) rent, lease, copy, provide access to or sublicense any portion of the Services or ParkMe Content to a third party; (e) use any portion of the Services or ParkMe Content to provide, or incorporate any portion of the Services or ParkMe Content into, any product or service provided to a third party; (f) reverse engineer, decompile, disassemble or otherwise seek to obtain the source code or non-public APIs to the Services, except to the extent expressly permitted by applicable law (and then only upon advance notice to ParkMe); (g) modify any Services or ParkMe Content or create any derivative product from any of the foregoing; (h) remove or obscure any proprietary or other notices contained in the Services or ParkMe Content; (i) use the Services or ParkMe Content for any illegal purpose; or (j) publicly disseminate information regarding the performance of the Services or ParkMe Content or access or use the Services or ParkMe Content for competitive analysis or benchmarking purposes.",,,,
ParkMe,you,"You agree, represent and warrant, so long as YOU USE OR ACCESS THE LICENSED SERVICES, THAT YOU WILL NOT, UNDER ANY CIRCUMSTANCES, ACCESS, VIEW, OR USE THE SERVICES WHILE DRIVING OR OTHERWISE OPERATING A VEHICLE OF ANY KIND (including, without limitation, a car, truck, motorcycle, motor scooter, or bicycle) or operating any dangerous equipment or Machinery.",,,,
ParkMe,you,"You further agree, represent and warrant, that you will not use or access the Services in any manner that places yourself or any other person at risk of injury, and that you will abide by all traffic laws.",,,,
ParkMe,you,Under no circumstance will any of the ParkMe Parties (as defined below) assume any responsibility or liability for the consequences of driving decisions made by Users.,,,,
ParkMe,you,You understand that any termination of your Account may involve deletion of any content you stored in your Account for which ParkMe will have no liability whatsoever.,,,,
ParkMe,you,"Any such User Content must not be illegal, malicious, threatening, obscene, racist, defamatory, libelous, pornographic, infringing of intellectual property rights, promoting of illegal activity or harm to groups and/or individuals, invasive of privacy, false, inaccurate or otherwise injurious to third parties (including, but not limited to, any content that is copyrighted or subject to third party proprietary rights, including privacy, publicity, trade secret, etc., unless you are the owner of such rights or have the appropriate permission for their rightful owner to specifically submit such content) or otherwise objectionable, and must not consist of or contain software, computer viruses, commercial solicitation, political campaigning, chain letters, mass mailings, any form of "" spam "" or references to illegal activity, malpractice, purposeful overcharging, false advertising or health code violations (e.g., foreign objects in food, food poisoning, etc.).",,,,
ParkMe,you,"You represent and warrant that you own or otherwise control all of the rights to any User Content submitted by you; that all User Content submitted by you is accurate; and that exploitation of such User Content by ParkMe and its other Users, partners and licensees will not violate this EULA, cause injury to any person or entity, or infringe any third-party rights (including, without limitation, intellectual property rights and rights of privacy or publicity).",,,,
ParkMe,you,"TO THE MAXIMUM EXTENT PERMITTED BY LAW, EXCEPT AS EXPRESSLY SPECIFIED BELOW WITH RESPECT TO PARKME GIFT CARDS AND MERCHANT GIFT CARDS, IN NO EVENT SHALL THE PARKME PARTIES BE LIABLE FOR ANY INJURIES, LOSSES, CLAIMS, OR DIRECT DAMAGES OR ANY SPECIAL, EXEMPLARY, PUNITIVE, INCIDENTAL OR CONSEQUENTIAL DAMAGES OF ANY KIND, WHETHER BASED IN CONTRACT, TORT OR OTHERWISE, AND EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES, WHICH ARISE OUT OF OR ARE ANY WAY CONNECTED WITH (A) THIS EULA, (B) ANY USE OF THE SERVICES, THE PARKME CONTENT OR THE USER CONTENT, (C) ANY FAILURE OR DELAY (INCLUDING, BUT NOT LIMITED TO, THE USE OR INABILITY TO USE ANY COMPONENT OF THE RESERVATION SERVICES), OR (D) YOUR VISIT TO ANY GARAGE OR THE PERFORMANCE, NON-PERFORMANCE, CONDUCT OR POLICIES OF ANY GARAGE OR MERCHANT IN CONNECTION WITH THE SERVICES.",,,,
ParkMe,you,"In particular, you understand that ParkMe would be unable to make the Services available to you except on these terms and hereby agree that this EULA will survive and apply even if any limited remedy specified in this EULA is found to have failed of its essential purpose.",,,,
ParkMe,you,"HOWEVER, THE DURATION OF STATUTORILY REQUIRED WARRANTIES, IF ANY, SHALL BE LIMITED TO THE MAXIMUM EXTENT PERMITTED BY LAW.",,,,
ParkMe,you,"IN CONNECTION WITH THE FOREGOING, YOU HEREBY WAIVE CALIFORNIA CIVIL CODE SECTION 1542, WHICH STATES: "" A GENERAL RELEASE DOES NOT EXTEND TO CLAIMS WHICH THE CREDITOR DOES NOT KNOW OR SUSPECT TO EXIST IN HIS OR HER FAVOR AT THE TIME OF EXECUTING THE RELEASE, WHICH, IF KNOWN BY HIM OR HER MUST HAVE MATERIALLY AFFECTED HIS OR HER SETTLEMENT WITH THE DEBTOR.",,,,
ParkMe,you,"We will respond to allegations of copyright violations in accordance with the Digital Millennium Copyright Act ("" DMCA "").",,,,
ParkMe,you,In response to a valid notice (as described below) we will remove any allegedly infringing Content from the Licensed Application or the Services.,,,,
ParkMe,you,"On taking down Content under the DMCA, we will take reasonable steps to contact the provider of the removed Content so that a counter-notification may be filed.",,,,
ParkMe,you,"If any of the provisions, or portions thereof, of this EULA are found to be invalid under any applicable statute or rule of law, then, that provision (or portion thereof) notwithstanding, this EULA shall remain in full force and effect and such provision or portion thereof shall be deemed omitted.",,,,
ParkMe,you,"Any waiver of any provision of this EULA, or a delay by any party in the enforcement of any right hereunder, shall neither be construed as a continuing waiver nor create an expectation of non-enforcement of that or any other provision or right",,,,
ParkMe,you,"Any and all controversies, disputes, demands, counts, claims, or causes of action (including the interpretation and scope of this clause, and the arbitrability of the controversy, dispute, demand, count, claim, or cause of action) between you and the ParkMe Parties or their successors or assigns shall exclusively be settled through binding and confidential arbitration.",,,,
ParkMe,you,Arbitration shall be subject to the Federal Arbitration Act and not any state arbitration law.,,,,
ParkMe,you,"The arbitration shall be conducted before one commercial arbitrator with substantial experience in resolving commercial contract disputes from the American Arbitration Association ("" AAA "").",,,,
ParkMe,you,"As modified by this EULA, and unless otherwise agreed upon by the parties in writing, the arbitration will be governed by the AAA's Commercial Arbitration Rules and, if the arbitrator deems them applicable, the Supplementary Procedures for Consumer Related Disputes (collectively, the "" Rules and Procedures "").",,,,
ParkMe,you,Your rights will be determined by a NEUTRAL ARBITRATOR and NOT a judge or jury.,,,,
ParkMe,you,"Further, claims of defamation, violation of the Computer Fraud and Abuse Act, and infringement or misappropriation of the other party's patent, copyright, trademark, or trade secret shall not be subject to this arbitration agreement.",,,,
ParkMe,you,"Such claims shall be exclusively brought in the state or federal courts located in Los Angeles County, California.",,,,
ParkMe,you,A request for interim measures shall not be deemed a waiver of the right to arbitrate.,,,,
ParkMe,you,"With the exception of subparts (a) and (b) in this Section (prohibiting arbitration on a class or collective basis), if any part of this arbitration provision is deemed to be invalid, unenforceable or illegal, or otherwise conflicts with the Rules and Procedures, then the balance of this arbitration provision shall remain in effect and shall be construed in accordance with its terms as if the invalid, unenforceable, illegal or conflicting part was not contained herein.",,,,
ParkMe,you,"If for any reason a claim proceeds in court rather than in arbitration, the dispute shall be exclusively brought in state or federal court located in San Francisco County, California.",,,,
ParkMe,you,"The Services, Websites, and Applications are operated by a U.S. entity, and this EULA is made under and shall be governed by and construed in accordance with the laws of the State of California, consistent with the Federal Arbitration Act, without giving effect to any principles that provide for the application of the law of another jurisdiction.",,,,
ParkMe,you,"If any part of this EULA is determined to be invalid or unenforceable pursuant to applicable law including, but not limited to, the warranty disclaimers and liability limitations set forth above, then the invalid or unenforceable provision will be deemed superseded by a valid, enforceable provision that most closely matches the intent of the original provision and Agreement shall continue in effect.",,,,
ParkMe,you,A printed version of this EULA and of any notice given in electronic form shall be admissible in judicial or administrative proceedings based upon or relating to this EULA to the same extent and subject to the same conditions as other business documents and records originally generated and maintained in printed form.,,,,
Nickelodeon,you,"You further agree that you will not disassemble, decompile, reverse engineer, create derivative works from or otherwise modify the Software, except to the extent permitted by applicable law.",,,,
Nickelodeon,you,"Separate from any backup functionality (if any) offered by the device manufacturer or "" app store "" provider "" you may make one (1) backup copy of the Software for non-commercial use, provided any copy must contain all of the original Software's proprietary notices. ",,,,
Nickelodeon,you,"You hereby represent and warrant that you have all necessary rights in and to all Postings you provide and all information they contain and that such Postings shall not infringe any proprietary or other rights of third parties or contain any defamatory, tortious, or otherwise unlawful information.",,,,
Nickelodeon,you,"Nonetheless, Nickelodeon will make every effort to ensure that the chatrooms/message boards/ "" Write to Nick "" best serve the interests of all users and, therefore, Nickelodeon reserves the right to refuse to post, edit, or delete messages that violate the above-referenced rules, as well as revoke the privileges of users who do not comply with such rules.",,,,
Nickelodeon,you,We cannot guarantee that we will respond to your message and we reserve the right to take or refrain from taking any or all steps available to us once we receive any such message. ,,,,
Nickelodeon,you,"Title, ownership rights, and intellectual property rights in the Software shall remain at all times in Nickelodeon and/or its subsidiaries, affiliates, assigns, licensors or other respective owners.",,,,
Nickelodeon,you,"To the extent that any conflict exists between this Agreement and specific Rules of Participation, the Rules of Participation for the activity in which you choose to participate shall govern. ",,,,
Nickelodeon,you,We cannot ensure that you will be satisfied with any products or services that you purchase from any third-party service provider as those are owned and operated by independent entities.,,,,
Nickelodeon,you,"Nickelodeon does not guarantee that product descriptions or other content will be accurate, complete, reliable, current, or error-free.",,,,
Nickelodeon,you,"The term of this Agreement shall commence on the date that you install or otherwise use the Software, and ends on the earlier date of either your removal of the Software from your devices, or Nickelodeon's termination of this Agreement.",,,,
Nickelodeon,you,"On termination, you must remove or destroy all copies of the Software. ",,,,
Nickelodeon,you,"TO THE FULLEST EXTENT PERMISSIBLE PURSUANT TO APPLICABLE LAW, NICKELODEON, ITS AFFILIATES, AND THEIR RESPECTIVE OFFICERS, DIRECTORS, EMPLOYEES, AGENTS, LICENSORS, REPRESENTATIVES, AND THIRD PARTY PROVIDERS TO THE SITE WILL NOT BE LIABLE FOR DAMAGES OF ANY KIND INCLUDING, WITHOUT LIMITATION, COMPENSATORY, CONSEQUENTIAL, INCIDENTAL, INDIRECT, SPECIAL OR SIMILAR DAMAGES, THAT MAY RESULT FROM THE USE OF, OR THE INABILITY TO USE, THE MATERIALS CONTAINED ON THIS SITE WHETHER THE MATERIAL IS PROVIDED OR OTHERWISE SUPPLIED BY NICKELODEON OR ANY THIRD PARTY.",,,,
Nickelodeon,you,"Notwithstanding the foregoing, in no event shall Nickelodeon's liability to you for any and all claims, damages, losses, and causes of action (whether in contract, tort or otherwise, other than as may be required by applicable law in cases involving personal injury) exceed the amount paid by you, if any, for accessing and using the Software. ",,,,
Nickelodeon,you,"Nickelodeon reserves the right to assume, at its sole expense, the exclusive defense and control of any matter subject to indemnification by you, in which event you will fully cooperate with Nickelodeon in asserting any available defenses. ",,,,
Nickelodeon,you,"If any provision of this Agreement is found to be illegal or unenforceable, the Agreement will be deemed curtailed to the extent necessary to make it legal and enforceable and will remain, as modified, in full force and effect.",,,,
Nickelodeon,you,This Agreement and all matters or issues collateral thereto shall be governed by and construed in accordance with the laws of the State of New York without giving effect to the principles thereof relating to conflicts of law.,,,,
Nickelodeon,you,"Any legal proceeding of any nature brought by either party against the other party to enforce any right or obligation under this Agreement shall be submitted for trial before any court of competent jurisdiction in the County of New York, State of New York.",,,,
Nickelodeon,you,"You agree that regardless of any statute or law to the contrary, any claim or cause of action arising out of or related to the use of the Software or the Agreement must be filed within one (1) year after such claim or cause of action arose or be forever barred.",,,,
Nickelodeon,you,Both parties shall perform under this Agreement until such termination is effective.,,,,
Safe Saver,you,Any Other EULA will not affect any terms in this License Agreement or your use of the Toolbar.,,,,
